customer_id,customer_type,registration_date,age_group,gender,location_city,location_state,location_country,income_bracket,preferred_channel,email_opt_in,phone_number,customer_lifetime_value,log_clv,customer_lifetime_value_log,customer_id_new
CUST-010064,Returning,2022-12-09,26-35,Female,San Diego,CA,USA,30-50K,Phone,True,733-215-5206,1194.51,7.0863281515643575,7.085491338434464,CUST-12637
CUST-010065,VIP,2022-05-28,18-25,Female,San Antonio,WA,USA,30-50K,In-Store,True,(937)331-4950x1364,7649.29,8.942498834598805,8.942368112055908,CUST-12228
CUST-010066,New,2023-08-21,46-55,Male,New York,NC,Mexico,50-75K,Phone,False,001-789-924-1956x252,270.72,5.604772124323102,5.601085076417858,CUST-18849
CUST-010067,New,2023-03-05,46-55,Female,Denver,CA,Canada,100K+,In-Store,True,250-599-7683,895.16,6.798118968461522,6.797002473246954,CUST-12570
CUST-010068,Returning,2023-08-14,18-25,Male,Phoenix,TX,USA,<30K,Online,False,+1-875-359-7906x380,1327.4,7.191730489502592,7.190977420711825,CUST-14078
CUST-010069,VIP,2022-09-30,18-25,Male,Fort Worth,NC,USA,<30K,Mobile App,True,(474)632-6303x975,2335.82,7.756546309749675,7.756118286184724,CUST-13370
CUST-010070,Returning,2022-08-24,65+,Male,Seattle,MA,USA,30-50K,In-Store,False,9776729064,1085.71,6.990910062198179,6.989989429842897,CUST-15911
CUST-010071,New,2022-03-07,26-35,Male,San Antonio,NC,USA,<30K,Online,True,,338.38,5.82712042354468,5.82416952433065,CUST-17099
CUST-010072,Returning,2024-09-13,46-55,Male,Austin,OH,USA,30-50K,Online,True,433.591.1983x324,692.62,6.541924260114047,6.540481508247904,CUST-12271
CUST-010073,New,2023-08-22,26-35,Female,Fort Worth,CO,USA,30-50K,In-Store,True,881.467.4233,440.21,6.089520952580332,6.0872518857811775,CUST-17323
CUST-010074,Returning,2023-02-13,26-35,Female,Jacksonville,OH,USA,75-100K,In-Store,True,,2819.11,7.944531170263601,7.944176511282223,CUST-11224
CUST-010075,New,2022-12-12,36-45,Male,Chicago,MA,USA,50-75K,In-Store,True,+1-834-449-7347x156,328.02,5.796118539191275,5.793074582134963,CUST-19716
CUST-010076,Returning,2022-09-25,18-25,Female,Dallas,WA,USA,<30K,Online,False,476.489.6270x6614,1756.96,7.471909324857711,7.471340321849403,CUST-16793
CUST-010077,Returning,2022-02-07,36-45,Female,Jacksonville,FL,USA,75-100K,In-Store,True,,4080.71,8.314271297239998,8.314026271866394,CUST-10953
CUST-010078,Returning,2024-03-29,46-55,Female,Dallas,IL,USA,50-75K,Mobile App,True,467-947-4689x715,1406.64,7.249669822207637,7.248959160836283,CUST-11156
CUST-010079,New,2023-03-18,65+,Female,Charlotte,AZ,USA,50-75K,In-Store,True,823.800.8576,194.89,5.277553277195309,5.272435296833932,CUST-11852
CUST-010080,Returning,2022-11-30,46-55,Female,Chicago,CO,USA,50-75K,In-Store,True,001-556-874-9160x1692,2036.21,7.619336503696615,7.618845515769964,CUST-14219
CUST-010081,Returning,2023-11-05,56-65,Male,New York,PA,USA,50-75K,In-Store,True,758-275-0663x370,2161.54,7.679038735744792,7.678576209603819,CUST-15193
CUST-010082,New,2024-05-22,18-25,Male,Boston,PA,USA,75-100K,In-Store,True,+1-441-315-3547,265.18,5.58417277165841,5.580408840686573,CUST-17437
CUST-010083,New,2022-07-10,36-45,Female,Philadelphia,MA,USA,50-75K,In-Store,True,+1-835-830-7659,540.61,6.294546185238541,6.292698131636485,CUST-14746
CUST-010084,Returning,2023-12-29,26-35,Female,San Antonio,IL,USA,<30K,Online,True,001-961-219-5243x6402,1356.68,7.21353263970301,7.212795817730065,CUST-14389
CUST-010085,Returning,2022-10-13,26-35,Male,Phoenix,TX,USA,30-50K,Online,True,,772.42,6.650822238678506,6.649528443538657,CUST-19142
CUST-010086,Returning,2024-02-01,56-65,Other,Denver,WA,UK,75-100K,In-Store,True,716-486-4622,3643.94,8.201095183401927,8.20082079282168,CUST-11908
CUST-010087,Returning,2022-05-10,46-55,Male,Chicago,NC,USA,<30K,Mobile App,False,001-223-472-8179x323,1069.82,6.976179989095979,6.975245689005592,CUST-14395
CUST-010088,Returning,2024-07-29,46-55,Male,San Jose,WA,USA,75-100K,Online,True,001-334-767-9121x41614,2330.25,7.754159883392125,7.7537308369412665,CUST-11538
CUST-010089,New,2024-05-17,56-65,Male,Phoenix,OH,USA,30-50K,Phone,True,2932771004,184.87,5.225047504620262,5.219652875364354,CUST-12949
CUST-010090,Returning,2024-09-07,46-55,Female,Houston,AZ,USA,75-100K,In-Store,True,938-706-9847,3896.23,8.268021323355901,8.267764697927532,CUST-11377
CUST-010091,Returning,2022-11-16,26-35,Male,New York,CO,USA,50-75K,Online,True,+1-294-867-3334,2396.04,7.781989921821223,7.781572653586807,CUST-12782
CUST-010092,Returning,2022-08-15,26-35,Male,Los Angeles,FL,USA,30-50K,In-Store,True,,1671.61,7.4221405596453245,7.421542512848281,CUST-13990
CUST-010093,Returning,2022-05-24,36-45,Female,Houston,FL,USA,30-50K,In-Store,True,,1420.39,7.2593905450507545,7.258686760773804,CUST-17646
CUST-010094,Returning,2024-04-22,36-45,Not Specified,Charlotte,CA,USA,75-100K,Mobile App,False,607-562-0918,2458.09,7.807546641790422,7.807139904589918,CUST-11917
CUST-010095,Returning,2022-10-18,26-35,Male,San Diego,CA,USA,30-50K,In-Store,True,(779)978-6305x050,1398.25,7.243691657771469,7.242976733701697,CUST-12649
CUST-010096,Returning,2023-02-28,36-45,Female,Columbus,FL,USA,50-75K,Online,True,(688)631-2882x98320,2675.76,7.892362386905129,7.891988731127426,CUST-11701
CUST-010097,Returning,2022-03-30,18-25,Female,Columbus,PA,USA,30-50K,Online,False,993-428-9802x7148,639.91,6.462889041446654,6.461327541465095,CUST-10038
CUST-010098,New,2022-11-30,18-25,Male,Austin,PA,USA,<30K,Mobile App,True,417.783.3321x160,213.36,5.36765684462665,5.362980879873759,CUST-15824
CUST-010099,New,2022-09-05,18-25,Female,Fort Worth,CO,USA,<30K,Online,True,+1-400-872-9136,291.8,5.679489782087156,5.676068636088686,CUST-11363
CUST-010100,Returning,2022-04-26,46-55,Male,New York,NY,USA,75-100K,In-Store,True,(568)363-3414x1115,2172.18,7.68394681161643,7.683486550548231,CUST-11293
CUST-010101,Returning,2023-12-03,26-35,Female,Columbus,NC,USA,50-75K,Online,True,+1-772-173-1010,1709.1,7.444307127319008,7.44372219515446,CUST-15396
CUST-010102,Returning,2022-03-19,18-25,Male,Chicago,IL,USA,50-75K,Mobile App,False,(455)628-9931x60875,1925.74,7.5635847345577005,7.56306558843756,CUST-19996
CUST-010103,VIP,2023-12-06,26-35,Male,San Antonio,IL,Mexico,<30K,In-Store,True,777.629.4209,5097.47,8.536695773703416,8.53649961719343,CUST-19946
CUST-010104,Returning,2024-02-18,56-65,Male,San Diego,NY,USA,75-100K,In-Store,True,214.497.3746x05233,2217.31,7.70450092369857,7.704050028438408,CUST-12190
CUST-010105,VIP,2023-12-19,46-55,Female,Austin,CA,USA,100K+,Online,True,364.620.8656x7566,11279.05,9.33079095766634,9.330702301647202,CUST-14139
CUST-010106,Returning,2023-03-29,26-35,Other,San Jose,TX,USA,<30K,Mobile App,True,438-961-2590x4729,596.17,6.3922018299759165,6.3905258612929385,CUST-15184
CUST-010107,Returning,2022-10-05,36-45,Not Specified,Philadelphia,FL,USA,30-50K,Online,True,001-874-823-3305x912,1342.08,7.202720762880177,7.201975928273501,CUST-15611
CUST-010108,Returning,2024-08-09,36-45,Male,Austin,MA,USA,30-50K,Mobile App,True,+1-820-515-7201x85962,644.19,6.469544847060886,6.467993713647151,CUST-15379
CUST-010109,New,2024-05-26,26-35,Male,Chicago,PA,USA,100K+,Online,True,+1-266-922-3411,789.94,6.673222111540453,6.67195699320968,CUST-14001
CUST-010110,VIP,2022-02-21,26-35,Female,San Diego,TX,USA,30-50K,In-Store,True,+1-264-975-0111x1783,6648.14,8.802242801978649,8.802092395278649,CUST-11190
CUST-010111,Returning,2023-03-03,36-45,Male,San Antonio,TX,USA,50-75K,In-Store,False,319-426-7649x215,1834.49,7.515066754815265,7.514521792703892,CUST-14783
CUST-010112,VIP,2022-07-18,46-55,Female,Charlotte,MA,USA,100K+,In-Store,False,,5043.47,8.526047872759683,8.525849616226976,CUST-12319
CUST-010113,Returning,2022-05-03,18-25,Male,Fort Worth,AZ,USA,<30K,In-Store,True,(306)488-8718x9813,1704.25,7.441467006534829,7.440880410242895,CUST-14609
CUST-010114,VIP,2022-04-09,36-45,Female,Charlotte,NY,USA,75-100K,Online,True,+1-320-687-5102x932,11340.25,9.336201800483838,9.336113622894116,CUST-19201
CUST-010115,New,2022-07-08,46-55,Male,Austin,MA,USA,30-50K,Online,True,001-601-918-4582x60340,344.06,5.843718314953718,5.840816060768893,CUST-16427
CUST-010116,Returning,2024-04-04,36-45,Female,San Diego,TX,UK,<30K,In-Store,True,(597)358-5988,1556.67,7.350946393982948,7.350304203320164,CUST-10098
CUST-010117,Returning,2023-10-20,26-35,Female,Boston,PA,USA,30-50K,In-Store,True,+1-603-403-2432x98395,795.19,6.679837850828966,6.678581079810576,CUST-15829
CUST-010118,Returning,2022-02-07,26-35,Male,Jacksonville,WA,USA,50-75K,Online,True,001-896-418-4462x6714,2891.64,7.969924858933704,7.969579094202411,CUST-11110
CUST-010119,VIP,2023-07-31,46-55,Female,San Diego,NY,USA,100K+,In-Store,True,8838447448,6037.84,8.705967219504194,8.705801611075008,CUST-15142
CUST-010120,Returning,2023-01-07,46-55,Female,Chicago,FL,USA,50-75K,Online,True,(644) 107-9913,1983.44,7.593092037450106,7.592587989937997,CUST-16377
CUST-010121,Returning,2023-05-15,46-55,Female,San Antonio,FL,USA,30-50K,In-Store,True,+1-886-515-1554x23401,1499.22,7.313367043002464,7.312700251843414,CUST-14084
CUST-010122,New,2022-09-21,18-25,Not Specified,San Jose,NY,USA,<30K,In-Store,False,+1-539-629-2671,280.14,5.63885276590362,5.6352894782109,CUST-14826
CUST-010123,Returning,2024-06-09,46-55,Male,Jacksonville,IL,Mexico,75-100K,Online,False,8259625889,2848.44,7.954877762727696,7.9545267549808605,CUST-17950
CUST-010124,Returning,2022-01-22,26-35,Female,Seattle,FL,USA,30-50K,Mobile App,True,001-624-208-2226,612.07,6.418479121912666,6.416846655056505,CUST-11508
CUST-010125,Returning,2022-01-13,65+,Male,Seattle,NC,USA,100K+,In-Store,True,,2941.52,7.987021636052709,7.986681733533478,CUST-10670
CUST-010126,Returning,2022-07-06,18-25,Male,Charlotte,CA,USA,30-50K,Online,True,001-853-596-7275x7844,2073.8,7.637620042477245,7.637137952124178,CUST-18210
CUST-010127,Returning,2024-08-12,36-45,Male,Fort Worth,MA,USA,50-75K,Mobile App,True,314-665-1113x1290,895.92,6.79896667190533,6.797851123274438,CUST-19584
CUST-010128,Returning,2024-06-04,46-55,Female,New York,MA,USA,50-75K,Mobile App,False,6460362920,2977.18,7.999067654667838,7.998731822741843,CUST-11637
CUST-010129,Returning,2023-03-23,26-35,Male,New York,WA,USA,<30K,In-Store,False,(279) 898-4998,1245.92,7.128431789652556,7.127629491828676,CUST-11929
CUST-010130,Returning,2023-07-24,46-55,Male,Chicago,CO,USA,50-75K,Mobile App,True,2274878619,860.23,6.758361599997274,6.757199795351819,CUST-17092
CUST-010131,Returning,2023-12-08,26-35,Female,Fort Worth,CO,USA,30-50K,Online,False,+1-737-313-9281,643.42,6.468350687444409,6.466797699183474,CUST-14229
CUST-010132,New,2023-11-14,56-65,Female,Denver,OH,USA,50-75K,In-Store,True,9962348079,370.93,5.918705664523555,5.9160133655599845,CUST-19194
CUST-010133,VIP,2022-10-12,36-45,Male,Charlotte,IL,USA,50-75K,In-Store,False,(861) 515-8222,6298.9,8.748289039237774,8.748130293960111,CUST-18890
CUST-010134,New,2023-07-31,46-55,Male,Austin,FL,USA,50-75K,In-Store,True,581.848.4423x42238,497.81,6.2122252617203975,6.210218478120634,CUST-10881
CUST-010135,Returning,2023-03-21,56-65,Female,New York,OH,USA,<30K,In-Store,False,8244376545,1308.25,7.177209733159597,7.1764456452523175,CUST-12196
CUST-010136,Returning,2023-12-14,36-45,Female,Houston,WA,USA,75-100K,In-Store,True,+1-241-777-2256,1520.28,7.327307364731775,7.326649807401962,CUST-17613
CUST-010137,Returning,2024-05-14,26-35,Male,Houston,TX,USA,30-50K,In-Store,False,001-531-934-0266x502,1032.28,6.940493487569911,6.9395252270709396,CUST-10690
CUST-010138,New,2024-08-14,46-55,Male,Charlotte,AZ,USA,50-75K,Online,True,+1-341-267-8725x68621,502.1,6.220788957497273,6.21879930304066,CUST-11296
CUST-010139,New,2022-02-19,46-55,Male,Seattle,PA,USA,50-75K,Mobile App,True,(225)880-3056,360.14,5.889265694787735,5.886492844741359,CUST-18086
CUST-010140,Returning,2023-06-22,36-45,Male,Columbus,CO,USA,50-75K,Phone,True,+1-520-389-7804,1566.99,7.357549823338996,7.356911860714726,CUST-19032
CUST-010141,VIP,2022-04-26,26-35,Female,Seattle,MA,USA,100K+,In-Store,False,700.936.9042x6050,12643.88,9.445007669142072,9.44492858262296,CUST-19905
CUST-010142,Returning,2023-04-07,36-45,Male,San Diego,PA,USA,75-100K,In-Store,True,(560)343-2609,2984.79,8.001619647427734,8.001284671593108,CUST-15880
CUST-010143,Returning,2022-12-08,36-45,Female,Boston,AZ,USA,75-100K,Mobile App,True,4145388424,1790.87,7.491015046260529,7.49045681427832,CUST-12083
CUST-010144,Returning,2023-04-26,36-45,Female,Houston,IL,USA,50-75K,Mobile App,False,260.241.4545x63502,2489.3,7.8201584641291,7.819756825437862,CUST-16746
CUST-010145,Returning,2022-03-05,26-35,Female,Fort Worth,AZ,USA,50-75K,Online,True,4536474916,2050.34,7.626248517127348,7.6257609120387935,CUST-12780
CUST-010146,New,2022-04-25,36-45,Male,Chicago,WA,USA,<30K,Online,True,+1-873-686-7099,248.02,5.517533214524266,5.513509388074627,CUST-16898
CUST-010147,Returning,2023-11-26,65+,Other,Los Angeles,TX,USA,50-75K,In-Store,True,(351)668-4473,1301.96,7.172393878265305,7.171626100330379,CUST-16974
CUST-010148,Returning,2022-02-10,46-55,Female,Austin,CO,USA,100K+,In-Store,False,418-295-4738,2096.72,7.648606319611093,7.6481294979047645,CUST-15902
CUST-010149,Returning,2023-05-04,26-35,Not Specified,Jacksonville,TX,USA,<30K,In-Store,True,(336)884-8557,1588.19,7.370979731446445,7.370350282005071,CUST-19213
CUST-010150,Returning,2022-02-24,46-55,Male,Phoenix,WA,USA,100K+,In-Store,False,476-688-0294,4989.98,8.515387562248597,8.515187180721501,CUST-10728
CUST-010151,Returning,2023-06-01,26-35,Male,Houston,CA,USA,50-75K,Online,True,4909367881,1104.7,7.008233897548356,7.007329083878229,CUST-16823
CUST-010152,VIP,2022-07-21,26-35,Male,San Jose,MA,USA,75-100K,Online,True,001-286-986-6943x20293,8246.61,9.017678740388757,9.017557485791544,CUST-19588
CUST-010153,Returning,2022-05-11,26-35,Male,Phoenix,WA,USA,<30K,In-Store,True,684.243.4481x23083,1044.67,6.952413107276493,6.951456325053232,CUST-19159
CUST-010154,Returning,2024-07-16,26-35,Male,New York,TX,USA,<30K,Phone,True,+1-724-724-0338x1059,823.82,6.7151651807113835,6.713952059444596,CUST-10457
CUST-010155,Returning,2023-01-18,18-25,Male,Los Angeles,PA,USA,50-75K,In-Store,True,284-726-9450,1835.3,7.515507956525134,7.514963234864426,CUST-12738
CUST-010156,Returning,2024-03-10,18-25,Male,Chicago,OH,USA,30-50K,Online,True,(269) 541-1017,733.5,6.599189995613932,6.597827597583036,CUST-14577
CUST-010157,Returning,2022-11-06,36-45,Male,Austin,TX,USA,75-100K,Online,True,435.943.9627x365,2634.15,7.876695385351445,7.8763158282899735,CUST-10781
CUST-010158,Returning,2022-12-05,36-45,Male,Seattle,PA,USA,100K+,Online,False,472-672-2397,4144.25,8.329718379381482,8.329477110304975,CUST-13293
CUST-010159,Returning,2022-02-21,46-55,Male,Dallas,NC,USA,100K+,In-Store,True,3428269312,5042.48,8.525851598986879,8.525653303533938,CUST-18001
CUST-010160,Returning,2023-01-18,18-25,Male,Charlotte,CO,USA,50-75K,Online,False,876.818.2091,1689.84,7.432980725853067,7.432389128878987,CUST-15607
CUST-010161,New,2022-07-24,26-35,Female,Houston,FL,USA,100K+,In-Store,False,,1100.92,7.004809391796388,7.003901472865651,CUST-10569
CUST-010162,New,2024-04-05,26-35,Female,Denver,NC,USA,<30K,Mobile App,True,2102023142,94.47,4.558812062009942,4.548282323781043,CUST-17477
CUST-010163,Returning,2024-03-03,18-25,Female,Dallas,AZ,USA,30-50K,Online,True,+1-178-592-5564,708.8,6.564983240212396,6.563573399290871,CUST-19002
CUST-010164,Returning,2022-05-30,36-45,Male,Seattle,MA,USA,50-75K,In-Store,True,(212) 102-3435,1336.0,7.198183577101943,7.197435354096591,CUST-14361
CUST-010165,Returning,2023-08-22,26-35,Male,Phoenix,CA,Canada,30-50K,In-Store,True,(982)657-0656x32003,792.25,6.676138430463305,6.674876998571031,CUST-12122
